UID,Type,Name,Programs,AKAs,Addresses,DOB
"47775","Entity","PUBLIC JOINT STOCK COMPANY IZHNEFTEMASH","RUSSIA-EO14024","IZHNEFTEMASH PAO","Izhevsk, Russia",""
"47776","Entity","PRO HELI INTERNATIONAL SERVICES LIMITED","RUSSIA-EO14024","PROHELI INTERNATIONAL SERVICES LTD","Kampala, Uganda",""
"47777","Individual","Akhmed Makhmudovich DUDAEV","RUSSIA-EO14024","","Russia","02 Aug 1987"
"47778","Entity","LIMITED LIABILITY COMPANY GLOBALTEK","RUSSIA-EO14024","GLOBALTEC LLC","Moscow, Russia",""
"47779","Individual","Stanislav Alexandrovich ORLOV","RUSSIA-EO14024","Spaniard","Moscow, Russia","21 Feb 1981"
"47780","Entity","LIMITED LIABILITY COMPANY RIMERA","RUSSIA-EO14024","","Izhevsk, Russia",""
"47781","Entity","LIMITED LIABILITY COMPANY TMK OIL FIELD SERVICES","RUSSIA-EO14024","LLC TMK NGS","Ekaterinburg, Russia",""
"47782","Individual","Vladimir Viktorovich KHROMOV","RUSSIA-EO14024","","Russia","15 Aug 1977"
"47783","Entity","LIMITED LIABILITY COMPANY A AVERS","RUSSIA-EO14024","","Moscow, Russia",""
"47784","Entity","LIMITED LIABILITY COMPANY FEDOROVO KHOLDING","RUSSIA-EO14024","","Moscow, Russia",""
"47785","Entity","LIMITED LIABILITY COMPANY PROIZVODSTVENNYE RESHENIYA","RUSSIA-EO14024","","Russia",""
"47786","Entity","MBK LOJISTIK MEDIKAL PAZARLAMA SANAYI IC VE DIS TICARET LIMITED SIRKETI","RUSSIA-EO14024","","Istanbul, Turkey",""
"47787","Individual","Mikhail Viktorovich TURKANOV","RUSSIA-EO14024","Pitbull","Russia","26 Dec 1987"
"47788","Entity","LIMITED LIABILITY COMPANY TMK TAYMIR","RUSSIA-EO14024","","Dudinka, Russia",""
"47789","Entity","LIMITED LIABILITY COMPANY FEDOROVO MINERALZ","RUSSIA-EO14024","","Moscow, Russia",""
"47790","Entity","LIMITED LIABILITY COMPANY TMK BUSINESS SERVICES CENTER","RUSSIA-EO14024","LLC TMK TSBU","Ekaterinburg, Russia",""
"47791","Entity","JOINT STOCK COMPANY PROIZVODSTVENNOE OBEDINENIE FORT","RUSSIA-EO14024","JSC PO FORT","St. Petersburg, Russia",""
"47792","Entity","LIMITED LIABILITY COMPANY SINARAPROMTRANS","RUSSIA-EO14024","","Ekaterinburg, Russia",""
"47793","Entity","JOINT STOCK COMPANY BYSTRINSKAYA MINING COMPANY","RUSSIA-EO14024","","Petropavlovsk-Kamchatskiy, Russia",""
"47794","Entity","LIMITED LIABILITY COMPANY SINARATRANSAUTO","RUSSIA-EO14024","LLC STA","Ekaterinburg, Russia",""
"47795","Entity","LIMITED LIABILITY COMPANY MACHINE BUILDING FACTORY FORT","RUSSIA-EO14024","","St. Petersburg, Russia",""
"47796","Entity","SHOOTING CENTER ALTAY SHOOTER LTD","RUSSIA-EO14024","OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTIU STRELKOVO STENDOVYI KOMPLEKS ALTAISKII STRELOK | LIMITED LIABILITY COMPANY SHOOTING AND BENCH COMPLEX ALTAYSKY STRELOK | LLC CCK EXPERT | OOO SSK AS","Barnaul, Russia | Barnaul, Russia",""
"47797","Entity","ASIA INTERNATIONAL TRADE PROVIDER LLC","RUSSIA-EO14024","ASIA ENTERPRISE SERVICE LIMITED","Sharjah Media City, United Arab Emirates",""
"47798","Entity","JOINT STOCK COMPANY FEDOROVO RISORSES","RUSSIA-EO14024","JSC FEDOROVO RESOURCES","Lovozero Settlement, Russia",""
"47799","Entity","PUBLIC JOINT STOCK COMPANY PIPE METALLURGICAL COMPANY","RUSSIA-EO14024 | UKRAINE-EO13662","PUBLIC JOINT STOCK COMPANY TRUBNAYA METALLURGICHESKAYA KOMPANIYA | PJSC TMK | PAO TMK","Moscow, Russia",""
"47800","Entity","WUHAN XIAORUIZHI SCIENCE AND TECHNOLOGY COMPANY, LIMITED","CYBER2","","Wuhan, China",""
"47801","Entity","LIMITED LIABILITY COMPANY SASOVSKI LITEINY ZAVOD","RUSSIA-EO14024","LLC SASOVSKII LITEINYI ZAVOD | LLC SLZ","Sasovo, Russia",""
"47802","Entity","AZORIA SHIPPING COMPANY LIMITED","RUSSIA-EO14024","","Limassol, Cyprus",""
"47803","Entity","LIMITED LIABILITY COMPANY API FAKTORI","RUSSIA-EO14024","OOO API FAKTORI","Moscow, Russia",""
"47804","Entity","ELIXON SHIPPING COMPANY LIMITED","RUSSIA-EO14024","","Limassol, Cyprus",""
"47807","Entity","LIMITED LIABILITY COMPANY TMK TECHNICAL SERVICE","RUSSIA-EO14024","LLC TMK TECHSERVICE","Ekaterinburg, Russia",""
"47808","Individual","Diana Evgenevna KALEDINA","RUSSIA-EO14024","","Russia","1981"
"47809","Entity","GLORINA SHIPPING COMPANY LIMITED","RUSSIA-EO14024","","Limassol, Cyprus",""
"47810","Individual","Alexey Konstantinovich TALAI","RUSSIA-EO14024","Alyaksei TALAI","Belarus","22 Jan 1983"
"47811","Entity","LIMITED LIABILITY COMPANY TMK PREMIUM SERVICES","RUSSIA-EO14024","","Ekaterinburg, Russia",""
"47813","Entity","PUBLIC JOINT STOCK COMPANY UZHURALZOLOTO GROUP OF COMPANIES","RUSSIA-EO14024","PJSC UGC","Plast, Russia",""
"47814","Individual","Guangzong ZHAO","CYBER2","","China","12 Nov 1985"
"47815","Entity","SPS ME FZCO","RUSSIA-EO14024","TMK MIDDLE EAST","Dubai, United Arab Emirates",""
"47816","Entity","LIMITED LIABILITY COMPANY CENTER SPRUT T","RUSSIA-EO14024","LLC TSENTR SPRUT T","Moscow, Russia",""
"47817","Entity","JOINT STOCK COMPANY SAMARA METALLURGICAL PLANT","RUSSIA-EO14024","JSC SMZ","Samara, Russia | Moscow, Russia",""
"47818","Individual","Gaobin NI","CYBER2","","China","27 Oct 1985"
"47819","Individual","Konstantin Ivanovich STRUKOV","RUSSIA-EO14024","","Russia","10 Sep 1958"
"47821","Individual","Mikhail Grigoryevich SPICHAK","RUSSIA-EO14024","","Samara, Russia","27 Sep 1954"
"47822","Entity","TSENTRALNOE PGO PAO","RUSSIA-EO14024","","Moscow, Russia",""
"47823","Entity","ILLC GEOPROMINING INVESTMENT","RUSSIA-EO14024","","Kaliningrad, Russia",""
"47824","Entity","LIMITED LIABILITY COMPANY SOVRUDNIK","RUSSIA-EO14024","","Severo Eniseyskiy, Russia",""
"47827","Entity","LIMITED LIABILITY COMPANY GORA GOLDEN RATIO","RUSSIA-EO14024","LLC GORA","Moscow, Russia",""
"47828","Entity","JOINT STOCK COMPANY KOMMUNAROVSKIY GOLD MINE","RUSSIA-EO14024","","Kommunar, Russia",""
"47830","Individual","Vitaliy Viktorovich BULYUK","RUSSIA-EO14024","","Skadovsk, Ukraine","21 Dec 1969"
"47832","Entity","LLC HOLDING GPM","RUSSIA-EO14024","","Moscow, Russia",""
"47833","Entity","LIMITED LIABILITY COMPANY HYPERSPACE","RUSSIA-EO14024","","Moscow, Russia",""
"47834","Individual","Alla Viktorovna BARKHATNOVA","RUSSIA-EO14024","Alla Viktorivna BARKHATNOVA","Druzhkovka, Ukraine","25 Sep 1973"
"47835","Entity","LIMITED LIABILITY COMPANY MANAGEMENT COMPANY UGC","RUSSIA-EO14024","OOO UK YUGK","Plast, Russia",""
"47836","Entity","LLC GEOPROMAINING","RUSSIA-EO14024","","Moscow, Russia",""
"47837","Entity","LIMITED LIABILITY COMPANY KAMCHATSKAYA GORNAYA KOMPANIYA","RUSSIA-EO14024","OOO KAMCHATSKAIA GORNAIA KOMPANIIA","Petropavlovsk-Kamchatskiy, Russia",""
"47838","Entity","LIMITED LIABILITY COMPANY PIK GENPODRYAD","RUSSIA-EO14024","","Moscow, Russia",""
"47839","Entity","DALNEVOSTOCHNOE PGO AO","RUSSIA-EO14024","DALNEVOSTOCHNOE PROIZVODSTVENNO GEOLOGICHESKOE OBEDINENIE AO | DALNEVOSTOCHNOYE PGO AO","Khabarovsk, Russia",""
"47840","Entity","PUBLIC JOINT STOCK COMPANY PIK SPECIALIZED HOMEBUILDER","RUSSIA-EO14024 | UKRAINE-EO13662","PJSC PIK SHB","Moscow, Russia",""
"47841","Entity","LIMITED LIABILITY COMPANY KRYAZH INVEST","RUSSIA-EO14024","","Moscow, Russia",""
"47842","Entity","LIMITED LIABILITY COMPANY TIKHOOKEANSKAYA GORNAYA KOMPANIYA","RUSSIA-EO14024","OOO TIKHOOKEANSKAIA GORNAIA KOMPANIIA","Moscow, Russia",""
"47843","Entity","LIMITED LIABILITY COMPANY PIK KORPORATSIYA","RUSSIA-EO14024","","Moscow, Russia",""
"47844","Entity","LIMITED LIABILITY COMPANY 2050 ADDITIVE TECHNOLOGIES","RUSSIA-EO14024","LLC 2050 AT","Moscow, Russia | Moscow, Russia",""
"47845","Entity","LIMITED LIABILITY COMPANY MODERN MARINE ARCTIC TRANSPORT SPG","RUSSIA-EO14024","OOO SMART LNG | OOO SMART SPG","Moscow, Russia",""
"47846","Entity","LIMITED LIABILITY COMPANY TRADING HOUSE LOBAEV ARMS","RUSSIA-EO14024","","Tarusa, Russia",""
"47847","Entity","LIMITED LIABILITY COMPANY GEOPROMAINING VERKHNE MENKECHE","RUSSIA-EO14024","GPM VERKHNE MENKECHE LLC","Pos. Khandyga, Russia",""
"47848","Entity","LIMITED LIABILITY COMPANY VARNA MINERALS","RUSSIA-EO14024","OOO VARNA MINERALZ","Moscow, Russia",""
"47849","Entity","LIMITED LIABILITY COMPANY GALIKA MET","RUSSIA-EO14024","","Elektrostal, Russia",""
"47850","Entity","LIMITED LIABILITY COMPANY MAKETIR","RUSSIA-EO14024","","Chelyabinsk, Russia",""
"47851","Entity","DALMORNEFTEGEOFIZIKA AO","RUSSIA-EO14024","DMNG AO","Iuzhno Sakhalinsk, Russia",""
"47852","Entity","LIMITED LIABILITY COMPANY LOBAEV ROBOTICS","RUSSIA-EO14024","","Tarusa, Russia",""
"47853","Entity","LIMITED LIABILITY COMPANY GEYSER GOLD","RUSSIA-EO14024","","Moscow, Russia",""
"47854","Entity","LIMITED LIABILITY COMPANY NATSIONALNAYA SURMYANAYA KOMPANIYA","RUSSIA-EO14024","OOO NSK","Ekaterinburg, Russia",""
"47855","Entity","LIMITED LIABILITY COMPANY GALIKA SKD","RUSSIA-EO14024","","Elektrostal, Russia",""
"47856","Entity","LIMITED LIABILITY COMPANY CONSTRUCTION BUREAU OF INTEGRATED SYSTEMS","RUSSIA-EO14024","INTEGRATED SYSTEMS DESIGN BUREAU","Tarusa, Russia",""
"47857","Entity","LIMITED LIABILITY COMPANY ENGINEERING CENTER OF ADDITIVE TECHNOLOGIES","RUSSIA-EO14024","LLC EC AT","Moscow, Russia",""
"47858","Entity","LIMITED LIABILITY COMPANY GROSS","RUSSIA-EO14024","GROSS LTD","Asbest, Russia",""
"47859","Entity","JOINT STOCK COMPANY VISMUT","RUSSIA-EO14024","","Zabaykalskiy, Russia",""
"47860","Entity","ZARUBEZHGEOLOGIYA AO","RUSSIA-EO14024","JSC ZARUBEZHGEOLOGIA","Moscow, Russia",""
"47861","Entity","LIMITED LIABILITY COMPANY NOVAPRINT 3D","RUSSIA-EO14024","","Moscow, Russia | Moscow, Russia",""
"47862","Entity","FUND FOR THE DEVELOPMENT OF WEAPONS TECHNOLOGIES AND PRODUCTION LOBAEV FOUNDATION","RUSSIA-EO14024","PRIVATE CHARITABLE FOUNDATION FOR THE DEVELOPMENT OF WEAPONS AND PRODUCTION TECHNOLOGIES LOBAEV CHARITABLE FOUNDATION","Tarusa, Russia",""
"47863","Entity","TSENTRKVARTS PAO","RUSSIA-EO14024","AO TSENTRKVARTS","Moscow, Russia",""
"47864","Vessel","AKADEMIK ALEKSANDR KARPINSKIY","RUSSIA-EO14024","AK. A. KARPINSKIY | AKADEMIC ALEXANDER KARPINSKY","",""
"47865","Entity","JOINT STOCK COMPANY ZVEZDA","RUSSIA-EO14024","","Ust-Nera, Russia",""
"47866","Entity","LIMITED LIABILITY COMPANY NPC ANTEY","RUSSIA-EO14024","REDFAB","Saint Petersburg, Russia | Saint Petersburg, Russia",""
"47867","Entity","LIMITED LIABILITY COMPANY DATA 51","RUSSIA-EO14024","","Apatity, Russia",""
"47868","Vessel","PROFESSOR LOGACHEV","RUSSIA-EO14024","","",""
"47869","Entity","JOINT STOCK COMPANY SARYLAKH SURMA","RUSSIA-EO14024","","Ust-Nera, Russia",""
"47870","Entity","JOINT STOCK COMPANY MEKHANIKA","RUSSIA-EO14024","","Moscow, Russia",""
"47871","Vessel","AKADEMIK PRIMAKOV","RUSSIA-EO14024","","",""
"47872","Entity","LIMITED LIABILITY COMPANY INNOVATIVE EDUCATION","RUSSIA-EO14024","","Moscow, Russia",""
"47873","Entity","LIMITED LIABILITY COMPANY AEON MINING","RUSSIA-EO14024","","Moscow, Russia",""
"47874","Vessel","AKADEMIK LAZEREV","RUSSIA-EO14024","","",""
"47876","Vessel","AKADEMIK NEMCHINOV","RUSSIA-EO14024","","",""
"47877","Entity","LIMITED LIABILITY COMPANY HOLDING FINANCE","RUSSIA-EO14024","","Russia",""
"47878","Entity","LIMITED LIABILITY COMPANY GALIKA TSENTR TEKHNOLOGI I SERVIS","RUSSIA-EO14024","LLC GALIKA TSTS | LLC GALIKA CENTER TEKHNOLOGII I SERVIS","Khimki, Russia",""
"47879","Vessel","PROFESSOR RYABINKIN","RUSSIA-EO14024","PROFESSOR RJABINKIN","",""
